 0x1F60
 0xFA58
 0x00F0
 0x0718
 0x0CF8
 0x1218
 0x16D0
 0x1A90
 0x1D48
 0x1F70
 0x20A8
 0x2100
 0x2078
 0x1EF8
 0x1C70
 0x1950
 0x1548
 0x1090
 0x0B50
 0x0540
 0xFEF0
 0xF868
 0xF1F0
 0xEB28
 0xE478
 0xDE40
 0xD830
 0xD288
 0xCD80
 0xC930
 0xC578
 0xC2B8
 0xC0C8
 0xC000
 0xC000
 0xC0B8
 0xC280
 0xC528
 0xC8B8
 0xCD10
 0xD1C8
 0xD768
 0xDD78
 0xE3A8
 0xEA50
 0xF100
 0xF7E8
 0xFE78
 0x04D8
 0x0AD0
 0x1018
 0x14D0
 0x18D0
 0x1C20
 0x1E90
 0x2050
 0x2100
 0x20D0
 0x1FA8
 0x1DA0
 0x1AC8
 0x1720
 0x1298
 0x0D78
 0x07B0
 0x0148
 0xFAF0
 0xF420
 0xED60
 0xE6A8
 0xE028
 0xDA20
 0xD468
 0xCF38
 0xCA70
 0xC698
 0xC388
 0xC158
 0xC018
 0xC000
 0xC040
 0xC1C8
 0xC418
 0xC748
 0xCB68
 0xCFF0
 0xD550
 0xDB38
 0xE130
 0xE7B8
 0xEE88
 0xF548
 0xFC00
 0x0268
 0x0898
 0x0E10
 0x1330
 0x1790
 0x1B50
 0x1DD8
 0x1FC8
 0x20E0
 0x20E8
 0x2018
 0x1E38
 0x1BA0
 0x1838
 0x1400
 0x0F00
 0x0978
 0x0370
 0xFD00
 0xF670
 0xEFF0
 0xE930
 0xE280
 0xDC68
 0xD688
 0xD100
 0xCC28
 0xC820
 0xC4B0
 0xC218
 0xC088
 0xC000
 0xC000
 0xC0F8
 0xC2F0
 0xC5F8
 0xC998
 0xCE08
 0xD328
 0xD8E8
 0xDF10
 0xE598
 0xEC40
 0xF300
 0xF9C0
 0x0068
 0x06A8
 0x0C78
 0x11C8
 0x1650
 0x1A60
 0x1D20
 0x1F60
 0x2088
 0x20F8
 0x2078
 0x1F00
 0x1CB0
 0x1978
 0x15A8
 0x10E0
 0x0B90
 0x05B8
 0xFF78
 0xF8F0
 0xF220
 0xEBB8
 0xE510
 0xDE90
 0xD850
 0xD2B8
 0xCDB8
 0xC930
 0xC598
 0xC2D8
 0xC0E0
 0xC000
 0xC000
 0xC090
 0xC260
 0xC4C8
 0xC838
 0xCC78
 0xD168
 0xD6B0
 0xDC70
 0xE2D8
 0xE978
 0xF020
 0xF6E0
 0xFDA8
 0x03C0
 0x09C8
 0x0F48
 0x1418
 0x1868
 0x1C00
 0x1E40
 0x1FF8
 0x20F8
 0x20D8
 0x1FF0
 0x1DF8
 0x1B38
 0x1798
 0x1338
 0x0E18
 0x0870
 0x0268
 0xFBF8
 0xF560
 0xEE90
 0xE830
 0xE178
 0xDB50
 0xD588
 0xD030
 0xCB78
 0xC790
 0xC448
 0xC1D0
 0xC040
 0xC000
 0xC010
 0xC148
 0xC3A0
 0xC688
 0xCA70
 0xCF10
 0xD418
 0xD9E8
 0xE010
 0xE650
 0xED28
 0xF3D0
 0xFA78
 0x00C8
 0x0710
 0x0CD8
 0x1200
 0x1678
 0x1A70
 0x1CF8
 0x1F58
 0x2090
 0x2100
 0x2090
 0x1EF8
 0x1CA8
 0x1980
 0x1580
 0x10B8
 0x0B78
 0x05C8
 0xFF50
 0xF8B0
 0xF250
 0xEB98
 0xE4E8
 0xDEA8
 0xD880
 0xD2E0
 0xCDD0
 0xC990
 0xC5D0
 0xC2F0
 0xC110
 0xC000
 0xC000
 0xC090
 0xC240
 0xC4D0
 0xC858
 0xCC70
 0xD160
 0xD6D0
 0xDCC0
 0xE2F0
 0xE998
 0xF058
 0xF6D0
 0xFD78
 0x03D8
 0x09F0
 0x0F40
 0x1430
 0x1860
 0x1B98
 0x1E50
 0x2008
 0x20F0
 0x20C0
 0x1FF0
 0x1DF8
 0x1B48
 0x17A0
 0x1360
 0x0E78
 0x08D0
 0x0218
 0xFC60
 0xF5B8
 0xEF00
 0xE848
 0xE1A8
 0xDB60
 0xD570
 0xD008
 0xCB50
 0xC740
 0xC410
 0xC1B0
 0xC048
 0xC000
 0xC018
 0xC120
 0xC390
 0xC6A0
 0xCA60
 0xCEF8
 0xD430
 0xDA00
 0xE030
 0xE6C0
 0xED70
 0xF450
 0xFB08
 0x0190
 0x07A8
 0x0D48
 0x1268
 0x1700
 0x1AD0
 0x1D80
 0x1F90
 0x20B8
 0x2108
 0x2050
 0x1EB8
 0x1C28
 0x18F0
 0x14B0
 0x1000
 0x0AC0
 0x0458
 0xFE50
